ID	record_id	Criterium	Indicator	Voorwaarde	Waarde	Type	Invoertype	Eenheid
16633_2015-05-04_91E0_vc	16633_2015-05-04	Structuur	aandeel dood hout	aandeel dood hout	7.75	Percentage	NA	%
16633_2015-05-04_91E0_vc	16633_2015-05-04	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
16633_2015-05-04_91E0_vc	16633_2015-05-04	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
16633_2015-05-04_91E0_vc	16633_2015-05-04	Structuur	minimum structuurareaal	MSA	6.4516	Decimaal getal	NA	ha
16633_2015-05-04_91E0_vc	16633_2015-05-04	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
167001_2_9120	167001_2	Structuur	aandeel dood hout	aandeel dood hout	3.18079487401507	Percentage	NA	%
167001_2_9120	167001_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
167001_2_9120	167001_2	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
167001_2_9120	167001_2	Structuur	minimum structuurareaal	MSA	7.6266	Decimaal getal	NA	ha
167001_2_9120	167001_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
167132_2_9120	167132_2	Structuur	aandeel dood hout	aandeel dood hout	6.16814953957535	Percentage	NA	%
167132_2_9120	167132_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
167132_2_9120	167132_2	Structuur	bosconstantie	bosconstantie	175	Geheel getal	NA	NA
167132_2_9120	167132_2	Structuur	minimum structuurareaal	MSA	7.221	Decimaal getal	NA	ha
167132_2_9120	167132_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
167133_2_9120	167133_2	Structuur	aandeel dood hout	aandeel dood hout	5.00976635498832	Percentage	NA	%
167133_2_9120	167133_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
167133_2_9120	167133_2	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
167133_2_9120	167133_2	Structuur	minimum structuurareaal	MSA	0.5038	Decimaal getal	NA	ha
167133_2_9120	167133_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
167133_2_91E0_va	167133_2	Structuur	aandeel dood hout	aandeel dood hout	5.00976635498832	Percentage	NA	%
167133_2_91E0_va	167133_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
167133_2_91E0_va	167133_2	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
167133_2_91E0_va	167133_2	Structuur	minimum structuurareaal	MSA	0	Decimaal getal	NA	ha
167133_2_91E0_va	167133_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
167136_2_9120	167136_2	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
167136_2_9120	167136_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
167136_2_9120	167136_2	Structuur	bosconstantie	bosconstantie	175	Geheel getal	NA	NA
167136_2_9120	167136_2	Structuur	minimum structuurareaal	MSA	0.8069	Decimaal getal	NA	ha
167136_2_9120	167136_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
168107_2_9120	168107_2	Structuur	aandeel dood hout	aandeel dood hout	1.77706527982025	Percentage	NA	%
168107_2_9120	168107_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
168107_2_9120	168107_2	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
168107_2_9120	168107_2	Structuur	minimum structuurareaal	MSA	0.5755	Decimaal getal	NA	ha
168107_2_9120	168107_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
168107_2_91E0_va	168107_2	Structuur	aandeel dood hout	aandeel dood hout	1.77706527982025	Percentage	NA	%
168107_2_91E0_va	168107_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
168107_2_91E0_va	168107_2	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
168107_2_91E0_va	168107_2	Structuur	minimum structuurareaal	MSA	0.2467	Decimaal getal	NA	ha
168107_2_91E0_va	168107_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
168147_2_9190	168147_2	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
168147_2_9190	168147_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
168147_2_9190	168147_2	Structuur	bosconstantie	bosconstantie	20	Geheel getal	NA	NA
168147_2_9190	168147_2	Structuur	minimum structuurareaal	MSA	0.9328	Decimaal getal	NA	ha
168147_2_9190	168147_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
168147_2_91E0_vm	168147_2	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
168147_2_91E0_vm	168147_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
168147_2_91E0_vm	168147_2	Structuur	bosconstantie	bosconstantie	20	Geheel getal	NA	NA
168147_2_91E0_vm	168147_2	Structuur	minimum structuurareaal	MSA	0.3998	Decimaal getal	NA	ha
168147_2_91E0_vm	168147_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
171073_2_91E0_vn	171073_2	Structuur	aandeel dood hout	aandeel dood hout	3.68990204204165	Percentage	NA	%
171073_2_91E0_vn	171073_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
171073_2_91E0_vn	171073_2	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
171073_2_91E0_vn	171073_2	Structuur	minimum structuurareaal	MSA	6.5594	Decimaal getal	NA	ha
171073_2_91E0_vn	171073_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
17144_2_91E0_va	17144_2	Structuur	aandeel dood hout	aandeel dood hout	12.1525310834813	Percentage	NA	%
17144_2_91E0_va	17144_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
17144_2_91E0_va	17144_2	Structuur	bosconstantie	bosconstantie	41	Geheel getal	NA	NA
17144_2_91E0_va	17144_2	Structuur	minimum structuurareaal	MSA	0	Decimaal getal	NA	ha
17144_2_91E0_va	17144_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
172012_2_9190	172012_2	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
172012_2_9190	172012_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
172012_2_9190	172012_2	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
172012_2_9190	NA	Structuur	minimum structuurareaal	MSA	0	Decimaal getal	NA	ha
172012_2_9190	172012_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
172012_3_9190	172012_3	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
172012_3_9190	172012_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
172012_3_9190	172012_3	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
172012_3_9190	NA	Structuur	minimum structuurareaal	MSA	0	Decimaal getal	NA	ha
172012_3_9190	172012_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
172052_2_91E0_vm	172052_2	Structuur	aandeel dood hout	aandeel dood hout	2.30535545154077	Percentage	NA	%
172052_2_91E0_vm	172052_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
172052_2_91E0_vm	172052_2	Structuur	bosconstantie	bosconstantie	31	Geheel getal	NA	NA
172052_2_91E0_vm	172052_2	Structuur	minimum structuurareaal	MSA	0.745	Decimaal getal	NA	ha
172052_2_91E0_vm	172052_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
172052_3_91E0_vm	172052_3	Structuur	aandeel dood hout	aandeel dood hout	2.18314823517772	Percentage	NA	%
172052_3_91E0_vm	172052_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
172052_3_91E0_vm	172052_3	Structuur	bosconstantie	bosconstantie	31	Geheel getal	NA	NA
172052_3_91E0_vm	172052_3	Structuur	minimum structuurareaal	MSA	0.745	Decimaal getal	NA	ha
172052_3_91E0_vm	172052_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
172099_2_9120	172099_2	Structuur	aandeel dood hout	aandeel dood hout	1.12753364414906	Percentage	NA	%
172099_2_9120	172099_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
172099_2_9120	172099_2	Structuur	bosconstantie	bosconstantie	41	Geheel getal	NA	NA
172099_2_9120	172099_2	Structuur	minimum structuurareaal	MSA	0.8155	Decimaal getal	NA	ha
172099_2_9120	172099_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
172099_2_91E0_vm	172099_2	Structuur	aandeel dood hout	aandeel dood hout	1.12753364414906	Percentage	NA	%
172099_2_91E0_vm	172099_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
172099_2_91E0_vm	172099_2	Structuur	bosconstantie	bosconstantie	41	Geheel getal	NA	NA
172099_2_91E0_vm	172099_2	Structuur	minimum structuurareaal	MSA	4.6942	Decimaal getal	NA	ha
172099_2_91E0_vm	172099_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
172099_2_91E0_vo	172099_2	Structuur	aandeel dood hout	aandeel dood hout	1.12753364414906	Percentage	NA	%
172099_2_91E0_vo	172099_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
172099_2_91E0_vo	172099_2	Structuur	bosconstantie	bosconstantie	41	Geheel getal	NA	NA
172099_2_91E0_vo	172099_2	Structuur	minimum structuurareaal	MSA	2.568	Decimaal getal	NA	ha
172100_2_91E0_vm	172100_2	Structuur	aandeel dood hout	aandeel dood hout	12.6084424143956	Percentage	NA	%
172100_2_91E0_vm	172100_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
172100_2_91E0_vm	172100_2	Structuur	bosconstantie	bosconstantie	31	Geheel getal	NA	NA
172100_2_91E0_vm	172100_2	Structuur	minimum structuurareaal	MSA	15.4877	Decimaal getal	NA	ha
172100_2_91E0_vm	172100_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
172100_3_91E0_vm	172100_3	Structuur	aandeel dood hout	aandeel dood hout	1.51900553280161	Percentage	NA	%
172100_3_91E0_vm	172100_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
172100_3_91E0_vm	172100_3	Structuur	bosconstantie	bosconstantie	31	Geheel getal	NA	NA
172100_3_91E0_vm	172100_3	Structuur	minimum structuurareaal	MSA	15.4877	Decimaal getal	NA	ha
172100_3_91E0_vm	172100_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
172146_3_91E0_vn	172146_3	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
172146_3_91E0_vn	172146_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
172146_3_91E0_vn	172146_3	Structuur	bosconstantie	bosconstantie	21	Geheel getal	NA	NA
172146_3_91E0_vn	172146_3	Structuur	minimum structuurareaal	MSA	0.3987	Decimaal getal	NA	ha
172146_3_91E0_vn	172146_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
173155_2_91E0_vo	173155_2	Structuur	aandeel dood hout	aandeel dood hout	0.0879594605953625	Percentage	NA	%
173155_2_91E0_vo	173155_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
173155_2_91E0_vo	173155_2	Structuur	bosconstantie	bosconstantie	81	Geheel getal	NA	NA
173155_2_91E0_vo	173155_2	Structuur	minimum structuurareaal	MSA	1.9372	Decimaal getal	NA	ha
173155_3_91E0_vo	173155_3	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
173155_3_91E0_vo	173155_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
173155_3_91E0_vo	173155_3	Structuur	bosconstantie	bosconstantie	81	Geheel getal	NA	NA
173155_3_91E0_vo	173155_3	Structuur	minimum structuurareaal	MSA	1.9372	Decimaal getal	NA	ha
174001_2_91E0_vn	174001_2	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
174001_2_91E0_vn	174001_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
174001_2_91E0_vn	174001_2	Structuur	bosconstantie	bosconstantie	20	Geheel getal	NA	NA
174001_2_91E0_vn	174001_2	Structuur	minimum structuurareaal	MSA	0.5725	Decimaal getal	NA	ha
174001_2_91E0_vn	174001_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
174012_2_9190	174012_2	Structuur	aandeel dood hout	aandeel dood hout	5.66194549295287	Percentage	NA	%
174012_2_9190	174012_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
174012_2_9190	174012_2	Structuur	bosconstantie	bosconstantie	21	Geheel getal	NA	NA
174012_2_9190	174012_2	Structuur	minimum structuurareaal	MSA	1.5472	Decimaal getal	NA	ha
174012_2_9190	174012_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
174048_2_91E0_vn	174048_2	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
174048_2_91E0_vn	NA	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
174048_2_91E0_vn	174048_2	Structuur	bosconstantie	bosconstantie	20	Geheel getal	NA	NA
174048_2_91E0_vn	174048_2	Structuur	minimum structuurareaal	MSA	26.3706	Decimaal getal	NA	ha
174048_2_91E0_vn	174048_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
174122_2_91E0_va	174122_2	Structuur	aandeel dood hout	aandeel dood hout	8.92204264334039	Percentage	NA	%
174122_2_91E0_va	174122_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
174122_2_91E0_va	174122_2	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
174122_2_91E0_va	NA	Structuur	minimum structuurareaal	MSA	0	Decimaal getal	NA	ha
174122_2_91E0_va	174122_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
175007_2_91E0_vn	175007_2	Structuur	aandeel dood hout	aandeel dood hout	8.82306673832964	Percentage	NA	%
175007_2_91E0_vn	175007_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
175007_2_91E0_vn	175007_2	Structuur	bosconstantie	bosconstantie	81	Geheel getal	NA	NA
175007_2_91E0_vn	175007_2	Structuur	minimum structuurareaal	MSA	1.7574	Decimaal getal	NA	ha
175007_2_91E0_vn	175007_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
175008_2_91E0_vn	175008_2	Structuur	aandeel dood hout	aandeel dood hout	2.31427412315749	Percentage	NA	%
175008_2_91E0_vn	175008_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
175008_2_91E0_vn	175008_2	Structuur	bosconstantie	bosconstantie	21	Geheel getal	NA	NA
175008_2_91E0_vn	175008_2	Structuur	minimum structuurareaal	MSA	2.7737	Decimaal getal	NA	ha
175008_2_91E0_vn	175008_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
175066_2_91E0_vm	175066_2	Structuur	aandeel dood hout	aandeel dood hout	7.40641255443233	Percentage	NA	%
175066_2_91E0_vm	175066_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
175066_2_91E0_vm	175066_2	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
175066_2_91E0_vm	175066_2	Structuur	minimum structuurareaal	MSA	3.03	Decimaal getal	NA	ha
175066_2_91E0_vm	175066_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
175068_2_9190	175068_2	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
175068_2_9190	175068_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
175068_2_9190	175068_2	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
175068_2_9190	175068_2	Structuur	minimum structuurareaal	MSA	0.4459	Decimaal getal	NA	ha
175068_2_9190	175068_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
175130_2_9190	175130_2	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
175130_2_9190	175130_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
175130_2_9190	175130_2	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
175130_2_9190	175130_2	Structuur	minimum structuurareaal	MSA	5.155	Decimaal getal	NA	ha
175130_2_9190	175130_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
175130_3_9190	175130_3	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
175130_3_9190	175130_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
175130_3_9190	175130_3	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
175130_3_9190	175130_3	Structuur	minimum structuurareaal	MSA	5.155	Decimaal getal	NA	ha
175130_3_9190	175130_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
175146_2_91E0_vm	175146_2	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
175146_2_91E0_vm	175146_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
175146_2_91E0_vm	175146_2	Structuur	bosconstantie	bosconstantie	81	Geheel getal	NA	NA
175146_2_91E0_vm	175146_2	Structuur	minimum structuurareaal	MSA	37.7223	Decimaal getal	NA	ha
175146_2_91E0_vm	175146_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
175154_2_91E0_va	175154_2	Structuur	aandeel dood hout	aandeel dood hout	18.2980744081402	Percentage	NA	%
175154_2_91E0_va	175154_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
175154_2_91E0_va	175154_2	Structuur	bosconstantie	bosconstantie	175	Geheel getal	NA	NA
175154_2_91E0_va	175154_2	Structuur	minimum structuurareaal	MSA	7.3506	Decimaal getal	NA	ha
175154_2_91E0_va	175154_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
175154_2_91E0_vn	175154_2	Structuur	aandeel dood hout	aandeel dood hout	18.2980744081402	Percentage	NA	%
175154_2_91E0_vn	175154_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
175154_2_91E0_vn	175154_2	Structuur	bosconstantie	bosconstantie	175	Geheel getal	NA	NA
175154_2_91E0_vn	175154_2	Structuur	minimum structuurareaal	MSA	9.3127	Decimaal getal	NA	ha
175154_2_91E0_vn	175154_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
176058_2_91E0_vm	176058_2	Structuur	aandeel dood hout	aandeel dood hout	0.786403068540293	Percentage	NA	%
176058_2_91E0_vm	176058_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
176058_2_91E0_vm	176058_2	Structuur	bosconstantie	bosconstantie	31	Geheel getal	NA	NA
176058_2_91E0_vm	176058_2	Structuur	minimum structuurareaal	MSA	10.7141	Decimaal getal	NA	ha
176058_2_91E0_vm	176058_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
176058_3_91E0_vm	176058_3	Structuur	aandeel dood hout	aandeel dood hout	2.37603881978917	Percentage	NA	%
176058_3_91E0_vm	176058_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
176058_3_91E0_vm	176058_3	Structuur	bosconstantie	bosconstantie	31	Geheel getal	NA	NA
176058_3_91E0_vm	176058_3	Structuur	minimum structuurareaal	MSA	10.7141	Decimaal getal	NA	ha
